PROJECT_ID,SHIPMENT_NUMBER,CARRIER_DISPLAY_ID,VEHICLE_SIZE,VEHICLE_BUILD_UP,FIRST_COLLECTION_POST_CODE,LAST_DELIVERY_POST_CODE,FIRST_COLLECTION_LATITUDE,FIRST_COLLECTION_LONGITUDE,LAST_DELIVERY_LATITUDE,LAST_DELIVERY_LONGITUDE,FIRST_COLLECTION_SCHEDULE_EARLIEST,FIRST_COLLECTION_SCHEDULE_LATEST,LAST_DELIVERY_SCHEDULE_EARLIEST,LAST_DELIVERY_SCHEDULE_LATEST,LAT,LON,RECORD_TIMESTAMP,GPS_coord,last_delivery_coord,POSTCODE,reached_delivery_loc,almost_reached_delivery_loc,on_time,almost_on_time
192cd5b5-978c-4681-b206-2f4d04e081ec,SEZHUK-231107-260254,CAUK000222,Tractor Unit,Curtain-Side 13.6M Trailer,DE14 2WT,SN3 4FN,52.800481,-1.663328,51.595572,-1.740649,2023-11-08 13:48:00+00:00,2023-11-08 14:18:00+00:00,2023-11-09 09:00:00+00:00,2023-11-09 09:30:00+00:00,51.5591600320038,-1.71904702482093,2023-11-09 10:48:00+00:00,"[51.5591600320038, -1.71904702482093]","[51.595572, -1.740649]",No postcode found for the given coordinates.,0,0,0,0
eb7a9df0-4875-43d8-9060-c79c35eae2fb,SEZHUK-231008-250993,CAUK000431,Tractor Unit,Double Deck Trailer,ST4 4DG,CA3 0BN,52.989325,-2.190387,54.927651,-2.952925,2023-10-09 09:00:00+00:00,2023-10-09 11:01:01+00:00,2023-10-09 14:26:00+00:00,2023-10-09 16:11:01+00:00,52.5083890087335,-2.01783519676129,2023-10-09 19:34:00+01:00,"[52.5083890087335, -2.01783519676129]","[54.927651, -2.952925]",B69 3AP,0,0,0,0
369b3981-6399-439f-a654-7e90a2493c35,SEZHUK-231009-251169,CAUK000770,Tractor Unit,Curtain-Side 13.6M Trailer,DN3 3FG,HP5 1QJ,53.537133,-1.037405,51.692773,-0.592602,2023-10-11 06:00:00+00:00,2023-10-11 18:00:00+00:00,2023-10-11 08:00:00+00:00,2023-10-11 11:59:00+00:00,51.69165339,-0.59278019,2023-10-11 11:20:00+01:00,"[51.69165339, -0.59278019]","[51.692773, -0.592602]",No postcode found for the given coordinates.,0,0,0,0
369b3981-6399-439f-a654-7e90a2493c35,SEZHUK-231201-268247,CAUK000770,Tractor Unit,Curtain-Side 13.6M Trailer,DN3 3FG,HP22 5EZ,53.537133,-1.037405,51.818102,-0.739456,2023-12-04 06:00:00+00:00,2023-12-04 18:00:00+00:00,2023-12-05 10:32:00+00:00,2023-12-05 11:00:00+00:00,51.81015787,-0.73445077,2023-12-05 10:25:00+00:00,"[51.81015787, -0.73445077]","[51.818102, -0.739456]",No postcode found for the given coordinates.,0,0,0,0
3371b762-7c32-44f3-a14e-bfb0a6f3d50b,SEZHUK-231102-258674,CAUK000854,Tractor Unit,Curtain-Side 13.6M Trailer,DN8 5TE,IV2 5BA,53.566639,-0.919839,57.470155,-4.179144,2023-11-03 06:00:00+00:00,2023-11-03 16:00:00+00:00,2023-11-06 08:00:00+00:00,2023-11-06 15:59:00+00:00,57.4677610486372,-4.17816526098237,2023-11-06 09:44:00+00:00,"[57.4677610486372, -4.17816526098237]","[57.470155, -4.179144]",No postcode found for the given coordinates.,0,0,0,0
eb7a9df0-4875-43d8-9060-c79c35eae2fb,SEZHUK-231126-266574,CAUK001068,Tractor Unit,Box 44ft,BD5 8LZ,BS35 3UT,53.763558,-1.739636,51.602415,-2.522567,2023-12-01 00:20:00+00:00,2023-12-01 02:00:01+00:00,2023-12-01 07:15:00+00:00,2023-12-01 11:22:01+00:00,53.5899983809434,-0.686206106261178,2023-12-03 19:48:00+00:00,"[53.5899983809434, -0.686206106261178]","[51.602415, -2.522567]",DN15 7DQ,0,0,0,0
192cd5b5-978c-4681-b206-2f4d04e081ec,SEZHUK-231212-272476,CAUK000116,Tractor Unit,Curtain-Side 13.6M Trailer,DE12 8AA,NP16 6UD,52.690284,-1.548894,51.614678,-2.674519,2023-12-13 13:31:00+00:00,2023-12-13 14:31:00+00:00,2023-12-14 11:30:00+00:00,2023-12-14 12:00:00+00:00,51.613899230957,-2.68027997016907,2023-12-14 11:25:00+00:00,"[51.613899230957, -2.68027997016907]","[51.614678, -2.674519]",No postcode found for the given coordinates.,0,0,0,0
40415fe3-e446-4d1e-b141-3698b0dc47f3,SEZHUK-231218-275130,CAUK001028,Tractor Unit,Curtain-Side 13.6M Trailer,RG24 8PD,IG11 0DS,51.279249,-1.072926,51.515717,0.100453,2023-12-19 10:00:00+00:00,2023-12-19 10:30:00+00:00,2023-12-19 13:30:00+00:00,2023-12-19 14:00:00+00:00,51.8028914,-0.0657618,2023-12-20 17:09:00+00:00,"[51.8028914, -0.0657618]","[51.515717, 0.100453]",SG13 7AX,0,0,0,0
eb7a9df0-4875-43d8-9060-c79c35eae2fb,SEZHUK-231223-276690,CAUK000490,Tractor Unit,Box 44ft,BD5 8LZ,HP2 7PZ,53.764125,-1.740145,51.771841,-0.439918,2023-12-28 17:20:00+00:00,2023-12-28 19:00:00+00:00,2023-12-29 05:00:00+00:00,2023-12-29 08:41:00+00:00,51.77035186566889,-0.440527287034233,2023-12-29 08:48:00+00:00,"[51.77035186566889, -0.440527287034233]","[51.771841, -0.439918]",HP2 7PZ,1,1,1,1
3371b762-7c32-44f3-a14e-bfb0a6f3d50b,SEZHUK-231215-274374,CAUK000954,Tractor Unit,Curtain-Side 13.6M Trailer,BA6 9SP,EH54 8TB,51.171282,-2.782285,55.902675,-3.586822,2023-12-19 07:30:00+00:00,2023-12-19 15:00:00+00:00,2023-12-20 04:32:00+00:00,2023-12-20 05:00:00+00:00,55.8633469972069,-3.75612544312136,2023-12-19 21:52:00+00:00,"[55.8633469972069, -3.75612544312136]","[55.902675, -3.586822]",No postcode found for the given coordinates.,0,0,0,0
369b3981-6399-439f-a654-7e90a2493c35,SEZHUK-231207-270977,CAUK000029,Tractor Unit,Curtain-Side 13.6M Trailer,DN3 3FG,WS12 1NR,53.537133,-1.037405,52.703735,-1.983264,2023-12-08 06:00:00+00:00,2023-12-08 18:00:00+00:00,2023-12-11 07:32:00+00:00,2023-12-11 08:00:00+00:00,52.701099395752,-1.99678003787994,2023-12-11 09:10:00+00:00,"[52.701099395752, -1.99678003787994]","[52.703735, -1.983264]",WS12 1GH,0,0,0,0
40415fe3-e446-4d1e-b141-3698b0dc47f3,SEZHUK-231106-259867,CAUK000124,Tractor Unit,Curtain-Side 13.6M Trailer,SS17 9DY,LE67 1UA,51.510091,0.459598,52.701119,-1.339519,2023-11-08 08:00:00+00:00,2023-11-08 13:00:00+00:00,2023-11-09 13:00:00+00:00,2023-11-09 13:00:00+00:00,52.701825,-1.3406058,2023-11-09 12:56:00+00:00,"[52.701825, -1.3406058]","[52.701119, -1.339519]",No postcode found for the given coordinates.,0,0,0,0
bad2a1c4-4cf3-4157-864f-ce161784831f,SEZHUK-231113-262451,CAUK000155,Tractor Unit,Curtain-Side 13.6M Trailer,L11 0JA,RM19 1ND,53.462845,-2.896967,51.480755,0.261461,2023-11-15 00:00:00+00:00,2023-11-15 23:59:00+00:00,2023-11-15 14:55:00+00:00,2023-11-15 15:25:00+00:00,51.48079958,0.2567427,2023-11-15 16:04:00+00:00,"[51.48079958, 0.2567427]","[51.480755, 0.261461]",No postcode found for the given coordinates.,0,0,0,0
2aac1ee1-5cab-42c8-9d2f-ec995a63c14f,SEZHUK-231212-272613,CAUK001047,Tractor Unit,Curtain-Side 13.6M Trailer,GL16 8JB,S80 3EG,51.785961,-2.619676,53.295391,-1.066283,2023-12-13 20:30:00+00:00,2023-12-13 21:30:00+00:00,2023-12-14 03:30:00+00:00,2023-12-14 04:30:00+00:00,53.2950073063403,-1.06709861197649,2023-12-14 12:59:00+00:00,"[53.2950073063403, -1.06709861197649]","[53.295391, -1.066283]",S80 3EG,1,1,0,0
98d76108-ba01-441a-8425-641afdb920fb,SEZHUK-231027-257147,CAUK000155,Tractor Unit,Box,BD12 7ER,RG19 4BQ,53.753295,-1.722689,51.398689,-1.232386,2023-10-31 19:00:00+00:00,2023-10-31 19:30:00+00:00,2023-11-01 02:00:00+00:00,2023-11-01 02:30:00+00:00,51.3991422671825,-1.23187858611345,2023-11-01 02:21:00+00:00,"[51.3991422671825, -1.23187858611345]","[51.398689, -1.232386]",RG19 4BQ,1,1,1,1
eb7a9df0-4875-43d8-9060-c79c35eae2fb,SEZHUK-231203-269174,CAUK000660,Tractor Unit,Box 44ft,BD5 8LZ,HP2 7PZ,53.763558,-1.739636,51.771841,-0.439918,2023-12-06 16:20:00+00:00,2023-12-06 18:00:01+00:00,2023-12-06 23:12:00+00:00,2023-12-07 02:07:01+00:00,53.4012059,-1.3733508,2023-12-07 01:57:00+00:00,"[53.4012059, -1.3733508]","[51.771841, -0.439918]",S60 5HH,0,0,0,0
2aac1ee1-5cab-42c8-9d2f-ec995a63c14f,SEZHUK-231213-272933,CAUK000689,Tractor Unit,Curtain-Side 13.6M Trailer,GL16 8JB,S80 3EG,51.785961,-2.619676,53.295391,-1.066283,2023-12-14 09:00:00+00:00,2023-12-14 10:00:00+00:00,2023-12-14 15:30:00+00:00,2023-12-14 16:00:00+00:00,53.29482395,-1.06660876,2023-12-14 16:38:00+00:00,"[53.29482395, -1.06660876]","[53.295391, -1.066283]",S80 3EG,1,1,0,0
3244246f-e37c-4ba4-b9b3-61416a4449ae,SEZHUK-231031-258018,CAUK000029,Tractor Unit,Curtain-Side 13.6M Trailer,S80 3FY,NN15 5YT,53.293393,-1.074008,52.370504,-0.684925,2023-11-01 07:00:00+00:00,2023-11-01 07:59:00+00:00,2023-11-01 11:35:00+00:00,2023-11-01 12:05:00+00:00,52.3744010925293,-0.683207988739014,2023-11-01 13:45:00+00:00,"[52.3744010925293, -0.683207988739014]","[52.370504, -0.684925]",No postcode found for the given coordinates.,0,0,0,0
1efc40ea-69b6-473c-9fe1-afe97714399d,SEZHUK-231212-272807,CAUK000222,Tractor Unit,Curtain-Side 13.6M Trailer,SK13 2NU,ST4 4FA,53.483205,-1.924197,52.983393,-2.181287,2023-12-13 10:00:00+00:00,2023-12-13 10:30:00+00:00,2023-12-13 16:30:00+00:00,2023-12-13 17:00:00+00:00,52.9829241539452,-2.18230480552938,2023-12-13 16:37:00+00:00,"[52.9829241539452, -2.18230480552938]","[52.983393, -2.181287]",ST4 4FA,1,1,1,1
3244246f-e37c-4ba4-b9b3-61416a4449ae,SEZHUK-231010-251619,CAUK000029,Tractor Unit,Curtain-Side 13.6M Trailer,S80 3FY,OX16 2AA,53.293393,-1.074008,52.081463,-1.329055,2023-10-12 05:00:00+00:00,2023-10-12 05:59:00+00:00,2023-10-12 10:25:00+00:00,2023-10-12 10:55:00+00:00,52.082698822021506,-1.32709002494812,2023-10-12 11:20:00+01:00,"[52.082698822021506, -1.32709002494812]","[52.081463, -1.329055]",No postcode found for the given coordinates.,0,0,0,0
192cd5b5-978c-4681-b206-2f4d04e081ec,SEZHUK-230929-248494,CAUK000618,Tractor Unit,Curtain-Side 13.6M Trailer,DE14 2WT,PA4 8DJ,52.800481,-1.663328,55.873398,-4.404767,2023-10-02 13:00:00+00:00,2023-10-02 13:30:00+00:00,2023-10-03 07:30:00+00:00,2023-10-03 08:00:00+00:00,55.8691777511639,-4.39989673727492,2023-10-03 08:34:00+01:00,"[55.8691777511639, -4.39989673727492]","[55.873398, -4.404767]",PA4 8DS,0,1,0,1
40415fe3-e446-4d1e-b141-3698b0dc47f3,SEZHUK-231123-265676,CAUK000096,Tractor Unit,Curtain-Side 13.6M Trailer,RG24 8PD,NG7 2SD,51.279249,-1.072926,52.934662,-1.181471,2023-11-24 10:00:00+00:00,2023-11-24 10:30:00+00:00,2023-11-24 13:30:00+00:00,2023-11-24 14:00:00+00:00,52.9338933735699,-1.18358574613937,2023-11-24 16:21:00+00:00,"[52.9338933735699, -1.18358574613937]","[52.934662, -1.181471]",No postcode found for the given coordinates.,0,0,0,0
369b3981-6399-439f-a654-7e90a2493c35,SEZHUK-231208-271445,CAUK000029,Tractor Unit,Curtain-Side 13.6M Trailer,DN3 3FG,WS12 1NR,53.537133,-1.037405,52.703735,-1.983264,2023-12-12 06:00:00+00:00,2023-12-12 18:00:00+00:00,2023-12-13 07:32:00+00:00,2023-12-13 08:00:00+00:00,52.70389938354489,-1.98362994194031,2023-12-13 09:11:00+00:00,"[52.70389938354489, -1.98362994194031]","[52.703735, -1.983264]",WS12 1NR,1,1,0,0
66a23663-0195-46f2-a5e4-da256bcba47b,SEZHUK-231213-273059,CAUK001009,3.5T Van,LWB Van,DE74 2TR,RG2 0RP,52.829374,-1.332134,51.432237,-0.984601,2023-12-28 04:00:00+00:00,2023-12-28 05:00:00+00:00,2023-12-28 07:45:00+00:00,2023-12-28 08:45:00+00:00,51.423205,-0.979693333333333,2023-12-28 07:27:00+00:00,"[51.423205, -0.979693333333333]","[51.432237, -0.984601]",RG2 0QG,0,0,0,0
22ea5531-3b70-47df-b7f0-d569684fb731,SEZHUK-231018-254087,CAUK000565,Tractor Unit,Curtain-Side 13.6M Trailer,NN9 5DB,RG2 0PN,52.322608,-0.622401,51.418578,-0.98075,2023-10-19 17:00:00+00:00,2023-10-19 18:00:00+00:00,2023-10-20 05:30:00+00:00,2023-10-20 06:00:00+00:00,51.419419641606495,-0.98156277090311,2023-10-20 06:33:00+01:00,"[51.419419641606495, -0.98156277090311]","[51.418578, -0.98075]",No postcode found for the given coordinates.,0,0,0,0
e19e9bf3-fad9-4795-8489-1f89296f40dd,SEZHUK-231017-253883,CAUK000297,Tractor Unit,Curtain-Side 13.6M Trailer,SK16 4UG,LE19 1WY,53.467868,-2.096512,52.601991,-1.190434,2023-10-18 10:00:00+00:00,2023-10-18 10:30:00+00:00,2023-10-18 16:30:00+00:00,2023-10-18 17:00:00+00:00,53.0405989649335,-2.21710732086181,2023-10-18 14:40:00+01:00,"[53.0405989649335, -2.21710732086181]","[52.601991, -1.190434]",No postcode found for the given coordinates.,0,0,0,0
369b3981-6399-439f-a654-7e90a2493c35,SEZHUK-231020-254729,CAUK000770,Tractor Unit,Curtain-Side 13.6M Trailer,DN3 3FG,CV5 9DQ,53.537133,-1.037405,52.435113,-1.554438,2023-10-24 06:00:00+00:00,2023-10-24 18:00:00+00:00,2023-10-25 08:32:00+00:00,2023-10-25 09:00:00+00:00,52.400573,-1.5517382,2023-10-25 11:33:00+01:00,"[52.400573, -1.5517382]","[52.435113, -1.554438]",CV5 6UF,0,0,0,0
433732b1-4db6-4969-985d-710c0033eeb4,SEZHUK-231114-262847,CAUK000912,3.5T Van,Box,BD5 8LZ,LE3 8DX,53.766832,-1.740516,52.641456,-1.216005,2023-11-22 00:30:00+00:00,2023-11-22 01:00:00+00:00,2023-11-23 02:30:00+00:00,2023-11-23 03:00:00+00:00,52.6465848869188,-1.21767996760152,2023-11-22 02:17:00+00:00,"[52.6465848869188, -1.21767996760152]","[52.641456, -1.216005]",No postcode found for the given coordinates.,0,0,0,0
bad2a1c4-4cf3-4157-864f-ce161784831f,SEZHUK-231107-260424,CAUK000155,Tractor Unit,Curtain-Side 13.6M Trailer,L11 0JA,ME9 8SR,53.462845,-2.896967,51.36932,0.749586,2023-11-08 13:00:00+00:00,2023-11-08 13:01:00+00:00,2023-11-09 05:35:00+00:00,2023-11-09 06:05:00+00:00,51.3708856680188,0.744077983275068,2023-11-09 04:50:00+00:00,"[51.3708856680188, 0.744077983275068]","[51.36932, 0.749586]",No postcode found for the given coordinates.,0,0,0,0
bad2a1c4-4cf3-4157-864f-ce161784831f,SEZHUK-231207-271180,CAUK000155,Tractor Unit,Curtain-Side 13.6M Trailer,L11 0JA,UB6 8UH,53.462845,-2.896967,51.54329,-0.358536,2023-12-08 12:00:00+00:00,2023-12-08 12:01:00+00:00,2023-12-11 09:55:00+00:00,2023-12-11 10:25:00+00:00,51.5440494733822,-0.358806862562871,2023-12-11 08:38:00+00:00,"[51.5440494733822, -0.358806862562871]","[51.54329, -0.358536]",UB6 8UH,1,1,1,1
98d76108-ba01-441a-8425-641afdb920fb,SEZHUK-230929-248520,CAUK000490,Tractor Unit,Box,BD12 7ER,CW1 6FB,53.753295,-1.722689,53.087056,-2.416485,2023-10-06 16:00:00+00:00,2023-10-06 16:30:00+00:00,2023-10-06 19:00:00+00:00,2023-10-06 19:30:00+00:00,53.7918566666667,-1.22238833333333,2023-10-07 01:47:00+01:00,"[53.7918566666667, -1.22238833333333]","[53.087056, -2.416485]",No postcode found for the given coordinates.,0,0,0,0
2aac1ee1-5cab-42c8-9d2f-ec995a63c14f,SEZHUK-231220-276089,CAUK000034,Tractor Unit,Curtain-Side 13.6M Trailer,GL16 8JB,S80 3EG,51.785961,-2.619676,53.295391,-1.066283,2023-12-21 19:00:00+00:00,2023-12-21 20:00:00+00:00,2023-12-21 10:15:00+00:00,2023-12-21 10:45:00+00:00,53.294085,-1.06584666666667,2023-12-22 11:15:00+00:00,"[53.294085, -1.06584666666667]","[53.295391, -1.066283]",No postcode found for the given coordinates.,0,0,0,0
bad2a1c4-4cf3-4157-864f-ce161784831f,SEZHUK-231213-273151,CAUK000192,Tractor Unit,Curtain-Side 13.6M Trailer,L11 0JA,YO42 1NS,53.462845,-2.896967,53.926673,-0.815074,2023-12-14 12:00:00+00:00,2023-12-14 12:01:00+00:00,2023-12-15 08:55:00+00:00,2023-12-15 09:25:00+00:00,53.5462499549612,-1.5333507489413,2023-12-14 16:18:00+00:00,"[53.5462499549612, -1.5333507489413]","[53.926673, -0.815074]",No postcode found for the given coordinates.,0,0,0,0
98d76108-ba01-441a-8425-641afdb920fb,SEZHUK-231122-265373,CAUK000940,Tractor Unit,Box,S18 1PF,RG19 4BQ,53.304842,-1.482042,51.398689,-1.232386,2023-11-30 13:00:00+00:00,2023-11-30 13:30:00+00:00,2023-11-30 17:00:00+00:00,2023-11-30 17:30:00+00:00,52.7722243635947,-1.2330832755697,2023-11-30 22:41:00+00:00,"[52.7722243635947, -1.2330832755697]","[51.398689, -1.232386]",No postcode found for the given coordinates.,0,0,0,0
2aac1ee1-5cab-42c8-9d2f-ec995a63c14f,SEZHUK-231204-269412,CAUK001047,Tractor Unit,Curtain-Side 13.6M Trailer,GL16 8JB,S80 3FY,51.785961,-2.619676,53.293393,-1.074008,2023-12-05 06:02:00+00:00,2023-12-05 06:32:00+00:00,2023-12-05 12:30:00+00:00,2023-12-05 13:00:00+00:00,53.2936085920232,-1.06512227238254,2023-12-05 21:42:00+00:00,"[53.2936085920232, -1.06512227238254]","[53.293393, -1.074008]",No postcode found for the given coordinates.,0,0,0,0
40415fe3-e446-4d1e-b141-3698b0dc47f3,SEZHUK-231115-263028,CAUK000863,Tractor Unit,Curtain-Side 13.6M Trailer,HP22 5BL,NG31 7UH,51.779657,-0.772897,52.888113,-0.634948,2023-11-16 09:00:00+00:00,2023-11-16 09:30:00+00:00,2023-11-16 15:30:00+00:00,2023-11-16 16:00:00+00:00,52.949457684688,-1.0180579147771,2023-11-16 14:42:00+00:00,"[52.949457684688, -1.0180579147771]","[52.888113, -0.634948]",NG12 2GF,0,0,0,0
63f8c121-3f15-4468-8891-69a44c41fbf0,SEZHUK-231205-269762,CAUK000034,Tractor Unit,Curtain-Side 13.6M Trailer,NP26 3RA,CM2 5AS,51.585139,-2.844668,51.745733,0.516876,2023-12-07 15:00:00+00:00,2023-12-07 15:00:00+00:00,2023-12-08 06:30:00+00:00,2023-12-08 07:00:00+00:00,51.713305,-0.28775,2023-12-08 08:08:00+00:00,"[51.713305, -0.28775]","[51.745733, 0.516876]",No postcode found for the given coordinates.,0,0,0,0
192cd5b5-978c-4681-b206-2f4d04e081ec,SEZHUK-231123-265688,CAUK001028,Tractor Unit,Curtain-Side 13.6M Trailer,DE12 8AA,DA2 6QA,52.690284,-1.548894,51.452153,0.265912,2023-11-24 16:00:00+00:00,2023-11-24 17:00:00+00:00,2023-11-27 08:30:00+00:00,2023-11-27 09:00:00+00:00,51.8027126742527,-0.066228685900569,2023-11-24 16:18:00+00:00,"[51.8027126742527, -0.066228685900569]","[51.452153, 0.265912]",SG13 7AW,0,0,0,0
9ee7906d-9c8f-4405-97f8-c7532926fd0f,SEZHUK-231109-261108,CAUK001022,3.5T Van,LWB Van,E1W 2DA,SL3 0BB,51.508022,-0.05711,51.470809,-0.514738,2023-11-20 19:05:00+00:00,2023-11-20 20:05:00+00:00,2023-11-20 21:05:00+00:00,2023-11-20 22:05:00+00:00,51.470733860396706,-0.513636654965739,2023-11-20 21:04:00+00:00,"[51.470733860396706, -0.513636654965739]","[51.470809, -0.514738]",SL3 0BB,1,1,1,1
e19e9bf3-fad9-4795-8489-1f89296f40dd,SEZHUK-231207-271422,CAUK000034,Tractor Unit,Curtain-Side 13.6M Trailer,OL15 8QF,LE19 1WY,53.634051,-2.1142,52.601991,-1.190434,2023-12-09 08:00:00+00:00,2023-12-09 08:30:00+00:00,2023-12-09 16:30:00+00:00,2023-12-09 17:00:00+00:00,51.7337947442198,-0.391789490550889,2023-12-11 11:10:00+00:00,"[51.7337947442198, -0.391789490550889]","[52.601991, -1.190434]",No postcode found for the given coordinates.,0,0,0,0
40415fe3-e446-4d1e-b141-3698b0dc47f3,SEZHUK-231113-262353,CAUK000096,Tractor Unit,Curtain-Side 13.6M Trailer,HP22 5BL,NG7 2SD,51.779657,-0.772897,52.934662,-1.181471,2023-11-14 09:00:00+00:00,2023-11-14 09:30:00+00:00,2023-11-14 13:30:00+00:00,2023-11-14 14:00:00+00:00,52.9330529108822,-1.18099795803402,2023-11-14 15:37:00+00:00,"[52.9330529108822, -1.18099795803402]","[52.934662, -1.181471]",NG7 2TR,0,0,0,0
192cd5b5-978c-4681-b206-2f4d04e081ec,SEZHUK-231024-256046,CAUK000863,Tractor Unit,Curtain-Side 13.6M Trailer,DE14 2WT,NE38 8NW,52.800481,-1.663328,54.88997,-1.501427,2023-10-25 17:00:00+00:00,2023-10-25 17:00:00+00:00,2023-10-26 09:30:00+00:00,2023-10-26 10:00:00+00:00,52.9048022946388,-1.47244747556209,2023-10-30 19:51:00+00:00,"[52.9048022946388, -1.47244747556209]","[54.88997, -1.501427]",DE23 8HZ,0,0,0,0
8de1d5d0-093b-4032-91cc-a546fd254870,SEZHUK-231025-256539,CAUK000386,Tractor Unit,Curtain-Side 13.6M Trailer,NE38 8QT,WF11 0AB,54.90394,-1.487516,53.692741,-1.268817,2023-10-26 11:00:00+00:00,2023-10-26 12:00:00+00:00,2023-10-26 12:00:00+00:00,2023-10-26 13:00:00+00:00,52.574298527367,-1.76261159121137,2023-11-09 18:30:00+00:00,"[52.574298527367, -1.76261159121137]","[53.692741, -1.268817]",No postcode found for the given coordinates.,0,0,0,0
3244246f-e37c-4ba4-b9b3-61416a4449ae,SEZHUK-231005-250200,CAUK000689,Tractor Unit,Curtain-Side 13.6M Trailer,S80 3FY,SP4 7GQ,53.293393,-1.074008,51.17534,-1.753679,2023-10-06 16:00:00+00:00,2023-10-06 17:00:00+00:00,2023-10-07 11:55:00+00:00,2023-10-07 12:25:00+00:00,51.4993081055582,-2.70000329241157,2023-10-07 15:03:00+01:00,"[51.4993081055582, -2.70000329241157]","[51.17534, -1.753679]",BS11 9AQ,0,0,0,0
369b3981-6399-439f-a654-7e90a2493c35,SEZHUK-231024-255806,CAUK000863,Tractor Unit,Curtain-Side 13.6M Trailer,DN3 3FG,IP6 0JW,53.537133,-1.037405,52.106487,1.098275,2023-10-25 06:00:00+00:00,2023-10-25 18:00:00+00:00,2023-10-26 09:32:00+00:00,2023-10-26 10:00:00+00:00,53.537016399463106,-1.03674784549114,2023-10-25 17:31:00+01:00,"[53.537016399463106, -1.03674784549114]","[52.106487, 1.098275]",DN3 3FG,0,0,0,0
3244246f-e37c-4ba4-b9b3-61416a4449ae,SEZHUK-231205-269964,CAUK000250,Tractor Unit,Curtain-Side 13.6M Trailer,S80 3FY,BT40 1AX,53.293393,-1.074008,54.84518,-5.80489,2023-12-06 06:00:00+00:00,2023-12-06 06:59:00+00:00,2023-12-08 15:30:00+00:00,2023-12-08 16:00:00+00:00,54.8472439,-5.8090118,2023-12-08 15:54:00+00:00,"[54.8472439, -5.8090118]","[54.84518, -5.80489]",BT40 1FD,0,0,0,0
7369cda1-1d0c-42c5-be31-cf18efe77ddb,SEZHUK-231113-262600,CAUK000115,Tractor Unit,Curtain-Side 13.6M Trailer,LS10 1SL,CH62 4TG,53.771668,-1.514934,53.346913,-2.988986,2023-11-14 05:00:00+00:00,2023-11-14 05:30:00+00:00,2023-11-14 09:00:00+00:00,2023-11-14 10:00:00+00:00,53.3463200713464,-2.99238670043216,2023-11-14 14:24:00+00:00,"[53.3463200713464, -2.99238670043216]","[53.346913, -2.988986]",No postcode found for the given coordinates.,0,0,0,0
6ba3b39b-16fe-475d-a2e3-36eef556643e,SEZHUK-231103-259558,CAUK000565,Tractor Unit,Curtain-Side 13.6M Trailer,AL10 9TR,CT2 7PX,51.772167,-0.250353,51.293329,1.092989,2023-11-08 06:00:00+00:00,2023-11-08 06:30:00+00:00,2023-11-08 11:30:00+00:00,2023-11-08 12:00:00+00:00,51.2908782949671,1.08961254358292,2023-11-08 12:09:00+00:00,"[51.2908782949671, 1.08961254358292]","[51.293329, 1.092989]",CT2 7QE,0,0,0,0
eb7a9df0-4875-43d8-9060-c79c35eae2fb,SEZHUK-231223-276688,CAUK000435,Tractor Unit,Box 44ft,BD5 8LZ,EN3 7QP,53.764125,-1.740145,51.659325,-0.021793,2023-12-27 01:20:00+00:00,2023-12-27 03:00:00+00:00,2023-12-27 07:03:00+00:00,2023-12-27 10:43:00+00:00,51.6621852111797,-0.026122547224273,2023-12-27 10:03:00+00:00,"[51.6621852111797, -0.026122547224273]","[51.659325, -0.021793]",EN3 7RG,0,0,0,0
bad2a1c4-4cf3-4157-864f-ce161784831f,SEZHUK-231020-254890,CAUK000349,Tractor Unit,Curtain-Side 13.6M Trailer,L11 0JA,EN11 0EZ,53.462845,-2.896967,51.766224,0.009545,2023-10-23 13:00:00+00:00,2023-10-23 13:01:00+00:00,2023-10-24 08:55:00+00:00,2023-10-24 09:25:00+00:00,53.46324130036329,-2.89621505024301,2023-10-23 16:57:00+01:00,"[53.46324130036329, -2.89621505024301]","[51.766224, 0.009545]",No postcode found for the given coordinates.,0,0,0,0
192cd5b5-978c-4681-b206-2f4d04e081ec,SEZHUK-231115-263112,CAUK000689,Tractor Unit,Curtain-Side 13.6M Trailer,DE14 2WT,CF11 8AQ,52.800481,-1.663328,51.466832,-3.200826,2023-11-16 09:00:00+00:00,2023-11-16 10:00:00+00:00,2023-11-17 06:30:00+00:00,2023-11-17 07:00:00+00:00,51.5002615721486,-2.70010141767812,2023-11-24 04:56:00+00:00,"[51.5002615721486, -2.70010141767812]","[51.466832, -3.200826]",BS11 9AA,0,0,0,0
7369cda1-1d0c-42c5-be31-cf18efe77ddb,SEZHUK-231117-263889,CAUK000199,3.5 T Van,LWB Van,LS10 1SL,NN8 4HB,53.771668,-1.514934,52.325471,-0.693092,2023-11-20 05:00:00+00:00,2023-11-20 05:30:00+00:00,2023-11-20 08:00:00+00:00,2023-11-20 08:30:00+00:00,53.73521166666671,-1.61256,2023-11-22 08:41:00+00:00,"[53.73521166666671, -1.61256]","[52.325471, -0.693092]",LS27 0BH,0,0,0,0
